manufacturer;name;category;product_url;price;image_url;description;sku;currency;stock;ProductWeight;identifier;net_price
ZKI;"CUKKINI BLACK BEAUTY ZKI 3GR DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/cukkini-black-beauty-zki-3gr-db_p511;250;https://www.online-gazda.hu/img/products//medium/CUKKINI_BLACK_BEAUTY_ZKI_3GR_DB.jpg;"Bokor típusú fajta. Termése szabályos henger alakú, gyengén bordázott, héja sötétzöld, húsa fehér. A leszedett termés nagyságától függően sokoldalúan felhasználható tökféle. Vetés: meleg igényes növény szabad földbe csak a fagyveszély elmúltával, májusban vessük, 3-5 cm mélyen. A palántás termesztés növeli a koraiságot és kiegyenlített állományt eredményez. Vetőmagszükséglet: 8-10 g/10 m2 . Helyrevetésnél fészkenként 2-3 szem magot vessünk, amit kelés után 1-2 növényre egyelünk. Térállás: sortávolság: 100 cm, tőtávolság 50-60 cm. Szedés: július-augusztusban.";1906;HUF;0.00;"3 g";511;197
ZKI;"CSEMEGE KUKORICA BICO SWEET ZKI 50SZ DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/csemege-kukorica-bico-sweet-zki-50sz-db_p512;520;https://www.online-gazda.hu/img/products//medium/CSEM_KUKORICA_BICO_SWEET_ZKI_50SZ_DB.jpg;"Csávázott vetőmag. Új nemesítésű fajta a friss piaci csemegekukoricák között. Korai érésű, a szemek fehér és sárga színben váltakoznak és különböző ízűek. Egyedülálló szín- és ízvilágú, szuperédes csemegekukorica fajta. Szakaszos vetésre is ajánljuk, nyári-őszi termesztésre egyaránt alkalmas. Csövek hossza 20-22 cm. A csomag kb. 50 szem vetőmagot tartalmaz.&nbsp;  házikerti felhasználásra kitűnő választás&nbsp; szuperédes, zsenge csemegekukorica korai fajta szakaszos vetésre alkalmas ajánlott sortávolság: 80 cm ajánlott tőtávolság: 25 cm";1924;HUF;0.00;"20 g";512;409
ZKI;"PAPRIKA GREYGO  ZKI  1GR DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/paprika-greygo-zki-1gr-db_p513;250;https://www.online-gazda.hu/img/products//medium/PAPRIKA_GREYGO_ZKI_1GR_DB.JPG;"Kiváló beltartalmi értékekkel rendelkező, nagy termőképességű, magház penészre nem hajlamos, szabadföldi konstans paradicsompaprika-fajta. Folyton növő, erőteljes, felfelé törő ágrendszert fejleszt, lombja zárt, fejlődési sebessége közepes, fényhiányra nem érzékeny. Jellegzetes &#34;hólyagos&#34; levelei vannak, mert a levél főere a levéllemezt &#34;összehúzza&#34;. Termése sötétzöldből sötétpirosra érő, három- vagy négyrekeszű, lecsüngő, csípmentes, kiváló ízű paradicsompaprika. Feldolgozóipari értékei, íz- és színanyag tartalma előkelő helyre pozicionálja a pritamin fajták között. Szabadföldi termesztésre való fajta, termesztése palántázva ajánlott. Az intenzív körülményeket meghálálja, de hagyományos módon is biztonságosan terem. A dohánymozaik-vírus (TMV) közönséges törzseivel szemben rezisztens (Tm0), magház-penészesedésre nem hajlamos, baktériumos fertőzésre nem érzékeny. Termése a kiváló íz- és színanyag tartalma miatt elsősorban feldolgozóipari alapanyag, de zárt bibepontja lehetővé teszi az egészben történő exportját, valamint a friss piaci értékesítését is. Rezisztencia: HR: Tm 0.";1854;HUF;0.00;"1 g";513;197
ZKI;"BROKKOLI CALABRESE ZKI 2GR DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/brokkoli-calabrese-zki-2gr-db_p514;240;https://www.online-gazda.hu/img/products//medium/BROKKOLI_CALABRESE_ZKI_2GR_DB.JPG;"Korai szabadföldi fajta. Rózsája középzöld, a főrózsa leszedése után oldalrózsákat fejleszt, melyek folyamatosan szedhetők. Rendszeres öntözést igényel. Friss fogyasztásra, mélyhűtésre kiválóan alkalmas.&nbsp;  Vetés:&nbsp;április-májusban szabadföldbe, 2 cm mélyen.&nbsp; Vetőmagszükséglet:&nbsp;3-4 g/10 m2&nbsp;&nbsp;direkt vetéshez és 7 g 1.000 palánta előneveléséhez.&nbsp; Kiültetés:&nbsp;május-júniusban.&nbsp; Térállás:&nbsp;50x40 cm.&nbsp; Szedés:&nbsp;augusztus-szeptemberben.&nbsp;";1925;HUF;0.00;"2 g";514;189
ZKI;"BAB VELOX ZKI                 50GR DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/bab-velox-zki-50gr-db_p515;520;https://www.online-gazda.hu/img/products//medium/BAB_VELOX_ZKI_50GR_DB.JPG;"Házikerti zöldbab termesztésre alkalmas sárga hüvelyű futóbab. A növény magassága elérheti a 200–250 cm-t is. Hüvelyei 18–20 cm hosszúak, laposak, szálkamentesek. Közepes nagyságú magjai fehér színűek. Középérésű fajta. Tetszetős hüvelyei friss fogyasztásra és fagyasztásra egyaránt alkalmasak.";1926;HUF;0.00;"50 g";515;409
ZKI;"BAB SZÁRAZ EURÉKA ZKI 75GR DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/bab-szaraz-eureka-zki-75gr-db_p516;520;https://www.online-gazda.hu/img/products//medium/BAB_SZARAZ_EUREKA_ZKI_75GR_DB.JPG;"Fehér színű,kifejezetten nagy szemű(Zalán),bokor növekedésű fajta. Szára erős,a növény 35-40 cm magas. Kiváló termőképességű,betegség ellenálló. Kifejtő,és szárazbabként egyaránt használható Íze kitűnő,fövőképessége jó. Friss fogyasztásra,illetve ipari célra egyaránt alkalmas.";1927;HUF;0.00;"75 g";516;409
ZKI;"BAB SAXA ZKI 100GR DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/bab-saxa-zki-100gr-db_p517;520;https://www.online-gazda.hu/img/products//medium/BAB_SAXA_ZKI_100GR_DB.JPG;"&nbsp; &nbsp; Saxa Bokorbab. Szabadföldi termesztésre alkalmas,bőtermő, zöldhüvelyű bokorbab. Szárrendszere igen erős, hüvelyeit magasan fejleszti, koncentráltan érő. Termése zsenge,szálkamentes, 120*8mm nagyságú. Igen bőtermő,középérésű. Fenésedéssel,baktériumos zsírfoltossággal és a babmozaik vírussal szemben ellenálló. Konzerv és hűtőipari feldolgozásra is alkalmas.";1929;HUF;0.00;"100 g";517;409
ZKI;"BAB CERKA  ZKI                 50GR DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/bab-cerka-zki-50gr-db_p518;520;https://www.online-gazda.hu/img/products//medium/BAB_CERKA_ZKI_50GR_DB.JPG;"Sárga hüvelyei vékonyak, teljesen szálkamentesek, keresztmetszete kör alakú, átmérője kicsi, 7 mm, hossza kb. 10–12 cm. Középkorai, koncentrált érésű, a szemek a hüvelyben rendkívül aprók, fehér színűek, kissé hajlottak. A növény 30–40 cm magas, felfelé törő, merev növekedésű, sötétzöldek a levelei. Friss fogyasztásra és különösen mély fagyasztásra ajánljuk.";1930;HUF;0.00;"50 g";518;409
ZKI;"BAB  BORLOTTO             ZKI  50G DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/bab-borlotto-zki-50g-db_p519;520;https://www.online-gazda.hu/img/products//medium/BAB_BORLOTTO_ZKI_50G_DB.jpg;"Késői érésű futóbab. A növény magassága elérheti a 250-300 cm-t is, támasztékot (kerítés vagy karó) igényel. Kiválóan alkalmas kifejtő- és szárazbabnak is. A hüvely sárgászöld színű, sötétpiros csíkokkal, középhosszú, 6-8 db szemmel. A szemek oválisak, rózsaszínek, sötétpiros csíkokkal. A tenyészideje 85 nap.";1938;HUF;0.00;"50 g";519;409
ZKI;"GYÖNGYHAGYMA FERTŐDI EZÜST ZKI              2 GR DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/gyongyhagyma-fertodi-ezust-zki-2-gr-db_p520;250;https://www.online-gazda.hu/img/products//medium/GYONGYHAGYMA_ZKI_2GR_DB.JPG;"A Fertődi ezüstfehér fajtát gyöngyhagymaként is termeszthetjük úgy, hogy sűrű vetéssel 10–30 mm-es hagymákat állítunk elő. A hagymácskák alakja gömb, héja fehér. Tenyészideje közepes, íze enyhén csípős. A gyöngyhagyma termesztéséhez apró morzsás, jó szerkezetű, sík felszínű, gyommentes talaj szükséges. Kiemelkedően fontos, hogy a magok 4–5 cm mélyre kerüljenek, mert a talaj felszínére kerülő hagyma megzöldülhet. Növényvédelme megelőző jellegű, elsősorban hagymalégy és hagymaperonoszpóra ellen irányul. A hagymák betakarítását akkor kezdjük el, amikor a kis hagymák mérete eléri a kívánt nagyságot.&nbsp;";1944;HUF;0.00;"2 g";520;197
ZKI;"SÁRGARÉPA VÖRÖS ÓRIÁS ZKI 5GR";"Vetőmag > Zöldség";https://www.online-gazda.hu/sargarepa-voros-orias-zki-5gr_p521;250;https://www.online-gazda.hu/img/products//medium/SARGAREPA_VOROS_ORIAS_ZKI_5GR.JPG;"Flakker típusú, hosszú, széles vállú, sima felületű sárgarépa. Színe mélyvörös. Erőteljes lombja nagy, felálló. Tenyészideje 180–200 nap. Kiváló íze, beltartalmi értékei, a B1-, B2-, B6-, C-vitamin és jó tárolhatósága igen népszerű fajtává tette. Síkművelésben és bakháton is termeszthetjük. Magas karotin-, cukor- és szárazanyag-tartalma miatt a feldolgozóipar közkedvelt fajtája.";1946;HUF;0.00;"5 g";521;197
"AKO-Agrartechnik GmbH";"Villanypásztor zsinór CLASSIC R6 DB";"Állattartás > Haszon állat";https://www.online-gazda.hu/villanypasztor-zsinor-classic-r6-db_p522;3590;https://www.online-gazda.hu/img/products//medium/Villanypasztor_zsinor_CLASSIC_R6_DB.JPG;"&nbsp; &nbsp;250 m/ db &nbsp; &nbsp; &nbsp;3,87 Ohm/m &nbsp; &nbsp; &nbsp;6x 0,2 mm Niro &nbsp; &nbsp; &nbsp;Max 500m-ig &nbsp;";1947;HUF;0.00;"600 g";522;2827
"AKO-Agrartechnik GmbH";"Villanypásztor zsinór  BASIC SÁRGA/NARANCS DB";"Állattartás > Haszon állat";https://www.online-gazda.hu/villanypasztor-zsinor-basic-sarga-narancs-db_p523;3665;https://www.online-gazda.hu/img/products//medium/Villanypasztor_zsinor_BASIC_SARGA_NARANCS_DB.JPG;"&nbsp; &nbsp; &nbsp;250 m/ db &nbsp; &nbsp; &nbsp;7,74Ohm/m &nbsp; &nbsp; &nbsp; 3x0,20 mm Niro &nbsp; &nbsp;";1948;HUF;0.00;"500 g";523;2886
Duna-r;"PAPRIKA LISENKA F1 250SZ";"Vetőmag > Profi zöldségfélék";https://www.online-gazda.hu/paprika-lisenka-f1-250sz_p524;3080;https://www.online-gazda.hu/img/products//medium/PAPRIKA_LISENKA_F1_250SZ.jpg;"Egész évben ültethető. Korai fajta kiemelkedő hozammal. Nyújtott termései a termesztés végére sem aprózódnak el, egy vagy két szálra felkötözve és kordon mellé is javasoljuk szabad földre, fűtött és fűtetlen berendezésekbe is ajánljuk hidrokultúrás termesztésre is alkalmas. Íz: Édes. Szín: Fehérből pirosba érő. Típus: Blocky";1954;HUF;0.00;"4 g";524;2425
"Seminis ";"PAPRIKA FORTESSE 250 SZEM";"Vetőmag > Profi zöldségfélék";https://www.online-gazda.hu/paprika-fortesse-250-szem_p525;7150;https://www.online-gazda.hu/img/products//medium/PAPRIKA_FORTESSE_250_SZEM.jpg;"Rendkívül rövid ízközű, erős, hegyes paprika vetőmag. Termése 18-23 cm, méregerős. Világoszöld héjszínű. Alacsony fényviszonyok esetén is jól köt. Korai fűtött fóliás, fűtetlen fóliás és őszi termesztésre is alkalmas fajta. Rezisztencia: HR: Tm: 0, 2.";1974;HUF;0.00;"4 g";525;5630
Duna-r;"PAPRIKA BAGOLY F1 250 szem/db";"Vetőmag > Profi zöldségfélék";https://www.online-gazda.hu/paprika-bagoly-f1-250-szem-db_p526;3350;https://www.online-gazda.hu/img/products//medium/PAPRIKA_BAGOLY_F1_250_szem_db.jpg;"Ez a paprika fajta folyamatosan nő, bogyója csüngő, fehér színű, sima felületű, édes ízű, enyhén elnyújtott blocky alakkal rendelkezik. Vastag húsa 3-4 rekeszre oszlik. Hibrid fajta. Termésének átlagos tömege 150-190 gramm. Szedéséretten fehér színű, teljesen éretten pedig piros.";1976;HUF;0.00;"20 g";526;2638
ZKI;"PAPRIKA FEHÉRÖZÖN ZKI 1GR DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/paprika-feherozon-zki-1gr-db_p527;250;https://www.online-gazda.hu/img/products//medium/PAPRIKA_FEHEROZON_ZKI_1GR_DB.JPG;"&nbsp; &nbsp; &nbsp; Fehérözön Könnyen termeszthető determinált fajta. Termése fehér, édes, tölteni való. A paprikát károsító tobamo vírus(TMV)közönséges törzseivel szemben rezisztens. Takácsatkákkal szemben toleráns. Hajtatásra és szabadföldi termesztésre is alkalmas. Vetés: március Palántázás májusban Szedés: aug.-szept.&nbsp;";1861;HUF;0.00;"1 g";527;197
ZKI;"PAPRIKA KECSKESZARV ZKI 1GR DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/paprika-kecskeszarv-zki-1gr-db_p528;430;https://www.online-gazda.hu/img/products//medium/PAPRIKA_KECSKESZARV_ZKI_1GR_DB.JPG;"Különleges típus. Régi magyar tájfajta. Folytonnövő, magas, fényhiányra nem érzékeny. Termése világoszöld hosszú, hegyes, csípős, keskeny, csüngő, tömege 20-25g. Korai hajtatásban&nbsp; is jól köt. Szabadföldön is termeszthető. Friss fogyasztásra és ecetes paprikának is alkalmas.";1847;HUF;0.00;"1 g";528;339
ZKI;"SÁRGADINNYE TÉTÉNYI CSERESHÉJÚ ZKI 2GR DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/sargadinnye-tetenyi-cseresheju-zki-2gr-db_p529;250;https://www.online-gazda.hu/img/products//medium/SARGADINNYE_TETENYI_CSERES_ZKI_2GR_DB.JPG;"Különlegesen finom, középkorai érésű sárgadinnye. Jó termőképességű, jól szállítható fajta. Termése gömbölyű, enyhén gerezdes, húsa élénk narancsszínű, lédús, fűszeres, finom zamatú. Héja zöldessárga, cseres, tömege 0,8–1kg. Fólia alatti hajtatásra és korai szabadföldi termesztésre egyaránt alkalmas. Friss fogyasztásra és feldolgozásra is kiváló.&nbsp;";1655;HUF;0.00;"2 g";529;197
ZKI;"PETREZSELYEM KORAI CUKOR ZKI 5GR DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/petrezselyem-korai-cukor-zki-5gr-db_p530;250;https://www.online-gazda.hu/img/products//medium/PETREZSELYEM_KORAI_CUKOR_ZKI_5GR_DB.JPG;"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Petrezselyem &nbsp; &nbsp; &nbsp; Korai cukor &nbsp;A legkorábban szedhető fajta.Kis termő képességű. &nbsp;130-140 napos tenyészidejű;rövid gyökerű.Levélzet középerős,színe közép-zöld. Fóliás és korai szabadföldi termesztésre alkalmas fajta.Friss fogyasztásra ajánlott. &nbsp;";1701;HUF;0.00;"5 g";530;197
ZKI;"SÁRGADINNYE MUSKOTÁLY ZKI 2GR DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/sargadinnye-muskotaly-zki-2gr-db_p531;250;https://www.online-gazda.hu/img/products//medium/SARGADINNYE_MUSKOTALY_ZKI_2GR_DB.JPG;"Különlegesen finom, üdítő ízű sárgadinnye. Húsa világoszöld, olvadékony, nagy cukortartalmú, kellemes, sajátos muskotályos zamattal. Termése enyhén lapított, sekélyen gerezdelt gömb, átlagtömege 1 kg. Héja vékony, szalmasárga, a gerezdek mentén zöld csíkokkal. Közepes termőképességű. Kitűnő zamatú, elsősorban házikerti termesztésre ajánlott.";1665;HUF;0.00;"2 g";531;197
ZKI;"SPENÓT POPEY ZKI 5GR DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/spenot-popey-zki-5gr-db_p532;250;https://www.online-gazda.hu/img/products//medium/SPENOT_POPEY_ZKI_5GR_DB.JPG;"Nagy termőképességű, üzemi és házikerti termesztésre alkalmas. &nbsp; &nbsp;Szára felálló, hosszú. &nbsp; &nbsp;Levele középzöld színű, sima , kemény , vastag. &nbsp; &nbsp;Friss fogyasztásra, gyorsfagyasztásra egyaránt alkalmas. &nbsp; &nbsp;Korai szabadföldi termesztésre javasolt. &nbsp; &nbsp;(A tasak tartalma 300-320 szem vetőmag)&nbsp;";1674;HUF;0.00;"5 g";532;197
ZKI;"SPENÓT MATADOR ZKI 5GR DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/spenot-matador-zki-5gr-db_p533;250;https://www.online-gazda.hu/img/products//medium/SPENOT_MATADOR_ZKI_5GR_DB.jpg;"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Spenót &nbsp; &nbsp; &nbsp; &nbsp; Matador &nbsp;Fiatalon hólyagos,később hullámos,nagy,lekerekített leveleket Ź fejleszt.Szép zöld színű.Levelei jó vastagok,kellemes ízűek,lédúsak,robbanékonyak. A telet jól bírja,átteleltethető.Lombja nem felálló,hamar beteríti a talajt,így gyorsan elnyomja a gazt.Levélnyele rövid,könnyű tisztítani,kevés a hulladék. Igen sokat terem,ha nem tövestől szedik,hanem csak a külső,öregebb,nagyobb leveleket csípik le.Sokszor átszedhető.";1678;HUF;0.00;"5 g";533;197
ZKI;"SALÁTA TÉLI VAJFEJ ZKI         3GR DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/salata-teli-vajfej-zki-3gr-db_p534;250;https://www.online-gazda.hu/img/products//medium/SALATA_TELI_VAJFEJ_ZKI_3GR_DB.JPG;"Őszi vetésű, palántaként áttelelő saláta fajta.A fej tetszetős középzöld színű, tavasszal korán fejesedik. A fej közepes nagyságú, tömött, jól záródó. A hideget nagyon jól tűri.";1680;HUF;0.00;"3 g";534;197
ZKI;"SALÁTA RUKKOLA       ZKI 2GR DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/salata-rukkola-zki-2gr-db_p535;250;https://www.online-gazda.hu/img/products//medium/SALATA_RUKKOLA_ZKI_2GR_DB.JPG;" 	csávázott&nbsp;vetőmag 	a csomag 2g vetőmagot tartalmaz.&nbsp; 	gyors növekedésű, tehát&nbsp;egész évben vethető. 	vitamindús levélzöldség. 	a levelek bársonyosan simák, kissé csipkézett szélekkel. 	íze különleges, földimogyoró és bors keveredése. 	szedése: a talaj felett 3 cm-el a leveleket levágva. 	egy szezonban&nbsp;akár 6-szor is szedhető. 	a mediterrán konyha egyik legkiválóbb alapanyagja. 	használható salátamixekhez, de fogyasztható önállóan sőt, pizza feltétként is kiváló. ";1683;HUF;0.00;"2 g";535;197
ZKI;"SALÁTA MÁJUS KIRÁLYA ZKI 3GR DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/salata-majus-kiralya-zki-3gr-db_p536;250;https://www.online-gazda.hu/img/products//medium/SALATA_MAJUS_KIRALYA_ZKI_3GR_DB.JPG;"Korai fajta szabadföldi termesztésre. &nbsp; &nbsp;Későn fejleszt magszárat, ezért őszi és tavaszi fólia alatti&nbsp; &nbsp;hajtatásra alkalmas. &nbsp; &nbsp;Középnagy, jól záródó, kemény fejet képez. &nbsp; &nbsp;Színe középzöld. &nbsp; &nbsp;Elsősorban házikerti termesztésre ajánljuk.";1688;HUF;0.00;"3 g";536;197
ZKI;"SALÁTA JÉGSALÁTA GREAT LAKES ZKI 3G DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/salata-jegsalata-great-lakes-zki-3g-db_p537;250;https://www.online-gazda.hu/img/products//medium/SALATA_JEGSALATA_GREAT_LAKES_ZKI_3G_DB.jpg;"Csávázott vetőmag. Tavaszi, nyári és őszi szabadföldi termesztésre is javasolt középkorai jégsalátafajta . A nagy középzöld salátafejek ropogós, kemény levelekből állnak. Frissességét tovább megőrzi, mint a hagyományos saláták, nehezebben magzik fel. Nyári vetés esetén ügyeljünk a talaj-hőmérsékletre, mert a magas hőmérséklet gátolja a csírázást.&nbsp;";1690;HUF;0.00;"3 g";537;197
ZKI;"SALÁTA EDINA ZKI 3GR DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/salata-edina-zki-3gr-db_p538;250;https://www.online-gazda.hu/img/products//medium/SALATA_EDINA_ZKI_3GR_DB.JPG;"&nbsp; &nbsp; &nbsp;Edina Fólia alatti hajtatásra és szabadföldi termesztésre ajánljuk. Rövid tenyészidejű,gyors fejképzésű fejessaláta. Levelei sárgászöldek, finom szerkezetűek, felületük kissé hólyagos. A fej középnagy vagy nagy, jól záródó,tömött Antocián mentes, nem lilul. Átlagos fejsúly: 18-20dkg Fejrothadásra és levélszél barnulásra nem hajlamos. Jól bírja az alacsony és ingadozó hőmérsékletet. Vetés: fólia alá januárban Szedés: április&nbsp;";1691;HUF;0.00;"3 g";538;197
ZKI;"RETEK SLOVANA       ZKI 5GR DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/retek-slovana-zki-5gr-db_p539;250;https://www.online-gazda.hu/img/products//medium/RETEK_SLOVANA_ZKI_5GR_DB.JPG;"Fűtetlen fólia alatti hajtatásra és korai szabadföldi termesztésre alkalmas. Tenyészideje 32–35 nap. Gumója nagy, hosszúkás alakú, 10 cm hosszú és a felső része piros, az alsó pedig fehér.";1692;HUF;0.00;"5 g";539;197
ZKI;"RETEK KORAI LEGJOBB ZKI 5GR DB";"Vetőmag > Zöldség";https://www.online-gazda.hu/retek-korai-legjobb-zki-5gr-db_p540;250;https://www.online-gazda.hu/img/products//medium/RETEK_KORAI_LEGJOBB_ZKI_5GR_DB.JPG;"Fűtetlen fólia alatti hajtatásra és korai szabadföldi termesztésre alkalmas. Gumója középnagy vagy nagy, kissé megnyúlt gömb alakú. Színe skarlátpiros, héja vékony. Húsa fehér, tömött, kellemes ízű, pudvásodásra nem hajlamos. Levélzete nagyra nő. (A tasak kb. 450–500 szem vetőmagot tartalmaz.) &nbsp;";1693;HUF;0.00;"5 g";540;197
